## SLURM PROLOG ###############################################################
##    Job ID : 14742235
##  Job Name : Embeddings
##  Nodelist : gpu2004
##      CPUs : 1
##  Mem/Node : 32000 MB
## Directory : /oscar/scratch/jakhan/spatial-probing/scripts
##   Job Started : Mon Dec  8 12:40:33 PM EST 2025
###############################################################################

==========================================
Job started at: Mon Dec  8 12:40:36 PM EST 2025
Job ID: 14742235
Node: gpu2004
==========================================

GPU Information (from host):
Mon Dec  8 12:40:36 2025       
+---------------------------------------------------------------------------------------+
| NVIDIA-SMI 535.129.03             Driver Version: 535.129.03   CUDA Version: 12.2     |
|-----------------------------------------+----------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |         Memory-Usage | GPU-Util  Compute M. |
|                                         |                      |               MIG M. |
|=========================================+======================+======================|
|   0  Quadro RTX 6000                On  | 00000000:61:00.0 Off |                  Off |
| 33%   27C    P8              16W / 260W |     22MiB / 24576MiB |      0%      Default |
|                                         |                      |                  N/A |
+-----------------------------------------+----------------------+----------------------+
                                                                                         
+---------------------------------------------------------------------------------------+
| Processes:                                                                            |
|  GPU   GI   CI        PID   Type   Process name                            GPU Memory |
|        ID   ID                                                             Usage      |
|=======================================================================================|
|    0   N/A  N/A     30537      G   /usr/libexec/Xorg                            20MiB |
+---------------------------------------------------------------------------------------+

PyTorch GPU Detection:
PT version: 2.7.1+cu118
Built with CUDA: True
GPUs detected: 1
GPU devices: ['Quadro RTX 6000']

==========================================
Installing dependencies
==========================================


==========================================
Starting main Python script at Mon Dec  8 12:40:42 PM EST 2025
==========================================

Working directory: /oscar/scratch/jakhan/spatial-probing/scripts

Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='DINOv3', layer='0', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Type', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 14/45] Train Loss: 1.3862 | Test Loss: 1.3859 | Test Acc: 0.2425
[Epoch 15/45] Train Loss: 1.3864 | Test Loss: 1.3861 | Test Acc: 0.2425
[Epoch 16/45] Train Loss: 1.3863 | Test Loss: 1.3860 | Test Acc: 0.2425
[Epoch 17/45] Train Loss: 1.3862 | Test Loss: 1.3857 | Test Acc: 0.2750
[Epoch 18/45] Train Loss: 1.3862 | Test Loss: 1.3858 | Test Acc: 0.2750
[Epoch 19/45] Train Loss: 1.3863 | Test Loss: 1.3858 | Test Acc: 0.2425
[Epoch 20/45] Train Loss: 1.3862 | Test Loss: 1.3858 | Test Acc: 0.2425
[Epoch 21/45] Train Loss: 1.3862 | Test Loss: 1.3860 | Test Acc: 0.2425
[Epoch 22/45] Train Loss: 1.3863 | Test Loss: 1.3858 | Test Acc: 0.2425
[Epoch 23/45] Train Loss: 1.3863 | Test Loss: 1.3860 | Test Acc: 0.2425
[Epoch 24/45] Train Loss: 1.3863 | Test Loss: 1.3858 | Test Acc: 0.2425
[Epoch 25/45] Train Loss: 1.3862 | Test Loss: 1.3860 | Test Acc: 0.2425
[Epoch 26/45] Train Loss: 1.3862 | Test Loss: 1.3859 | Test Acc: 0.2425
[Epoch 27/45] Train Loss: 1.3862 | Test Loss: 1.3858 | Test Acc: 0.2750
[Epoch 28/45] Train Loss: 1.3862 | Test Loss: 1.3858 | Test Acc: 0.2750
[Epoch 29/45] Train Loss: 1.3862 | Test Loss: 1.3857 | Test Acc: 0.2750
[Epoch 30/45] Train Loss: 1.3862 | Test Loss: 1.3859 | Test Acc: 0.2425
[Epoch 31/45] Train Loss: 1.3862 | Test Loss: 1.3859 | Test Acc: 0.2425
[Epoch 32/45] Train Loss: 1.3861 | Test Loss: 1.3859 | Test Acc: 0.2425
[Epoch 33/45] Train Loss: 1.3862 | Test Loss: 1.3858 | Test Acc: 0.2425
[Epoch 34/45] Train Loss: 1.3862 | Test Loss: 1.3859 | Test Acc: 0.2425
[Epoch 35/45] Train Loss: 1.3862 | Test Loss: 1.3859 | Test Acc: 0.2425
[Epoch 36/45] Train Loss: 1.3862 | Test Loss: 1.3858 | Test Acc: 0.2750
[Epoch 37/45] Train Loss: 1.3862 | Test Loss: 1.3858 | Test Acc: 0.2425
[Epoch 38/45] Train Loss: 1.3862 | Test Loss: 1.3859 | Test Acc: 0.2425
[Epoch 39/45] Train Loss: 1.3862 | Test Loss: 1.3858 | Test Acc: 0.2425
[Epoch 40/45] Train Loss: 1.3861 | Test Loss: 1.3859 | Test Acc: 0.2425
[Epoch 41/45] Train Loss: 1.3862 | Test Loss: 1.3859 | Test Acc: 0.2425
[Epoch 42/45] Train Loss: 1.3862 | Test Loss: 1.3859 | Test Acc: 0.2425
[Epoch 43/45] Train Loss: 1.3861 | Test Loss: 1.3859 | Test Acc: 0.2425
[Epoch 44/45] Train Loss: 1.3862 | Test Loss: 1.3859 | Test Acc: 0.2425
[Epoch 45/45] Train Loss: 1.3861 | Test Loss: 1.3859 | Test Acc: 0.2425
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='DINOv3', layer='2', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Type', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.1150 | Test Loss: 1.0989 | Test Acc: 0.3355
[Epoch 2/45] Train Loss: 1.1002 | Test Loss: 1.0986 | Test Acc: 0.3355
[Epoch 3/45] Train Loss: 1.1010 | Test Loss: 1.1024 | Test Acc: 0.3435
[Epoch 4/45] Train Loss: 1.1007 | Test Loss: 1.0978 | Test Acc: 0.3390
[Epoch 5/45] Train Loss: 1.1006 | Test Loss: 1.1025 | Test Acc: 0.3370
[Epoch 6/45] Train Loss: 1.0994 | Test Loss: 1.0972 | Test Acc: 0.3395
[Epoch 7/45] Train Loss: 1.0987 | Test Loss: 1.0965 | Test Acc: 0.3645
[Epoch 8/45] Train Loss: 1.0982 | Test Loss: 1.0981 | Test Acc: 0.3415
[Epoch 9/45] Train Loss: 1.0971 | Test Loss: 1.0982 | Test Acc: 0.3415
[Epoch 10/45] Train Loss: 1.0983 | Test Loss: 1.0984 | Test Acc: 0.3845
[Epoch 11/45] Train Loss: 1.0973 | Test Loss: 1.0991 | Test Acc: 0.3335
[Epoch 12/45] Train Loss: 1.0950 | Test Loss: 1.0957 | Test Acc: 0.3765
[Epoch 13/45] Train Loss: 1.0968 | Test Loss: 1.0966 | Test Acc: 0.3465
[Epoch 14/45] Train Loss: 1.0951 | Test Loss: 1.1001 | Test Acc: 0.3310
[Epoch 15/45] Train Loss: 1.0951 | Test Loss: 1.0967 | Test Acc: 0.3425
[Epoch 16/45] Train Loss: 1.0943 | Test Loss: 1.0950 | Test Acc: 0.3525
[Epoch 17/45] Train Loss: 1.0957 | Test Loss: 1.0947 | Test Acc: 0.3620
[Epoch 18/45] Train Loss: 1.0948 | Test Loss: 1.0970 | Test Acc: 0.3350
[Epoch 19/45] Train Loss: 1.0959 | Test Loss: 1.1002 | Test Acc: 0.3360
[Epoch 20/45] Train Loss: 1.0949 | Test Loss: 1.0945 | Test Acc: 0.3840
[Epoch 21/45] Train Loss: 1.0940 | Test Loss: 1.0952 | Test Acc: 0.3585
[Epoch 22/45] Train Loss: 1.0920 | Test Loss: 1.0956 | Test Acc: 0.3475
[Epoch 23/45] Train Loss: 1.0925 | Test Loss: 1.1006 | Test Acc: 0.3360
[Epoch 24/45] Train Loss: 1.0940 | Test Loss: 1.0952 | Test Acc: 0.3815
[Epoch 25/45] Train Loss: 1.0939 | Test Loss: 1.0995 | Test Acc: 0.3495
[Epoch 26/45] Train Loss: 1.0925 | Test Loss: 1.0964 | Test Acc: 0.3475
[Epoch 27/45] Train Loss: 1.0927 | Test Loss: 1.0938 | Test Acc: 0.3725
[Epoch 28/45] Train Loss: 1.0909 | Test Loss: 1.0926 | Test Acc: 0.3685
[Epoch 29/45] Train Loss: 1.0928 | Test Loss: 1.0950 | Test Acc: 0.3550
[Epoch 30/45] Train Loss: 1.0920 | Test Loss: 1.0969 | Test Acc: 0.3390
[Epoch 31/45] Train Loss: 1.0905 | Test Loss: 1.0956 | Test Acc: 0.3375
[Epoch 32/45] Train Loss: 1.0921 | Test Loss: 1.0935 | Test Acc: 0.3805
[Epoch 33/45] Train Loss: 1.0906 | Test Loss: 1.0924 | Test Acc: 0.3850
[Epoch 34/45] Train Loss: 1.0906 | Test Loss: 1.0922 | Test Acc: 0.3835
[Epoch 35/45] Train Loss: 1.0896 | Test Loss: 1.0926 | Test Acc: 0.3730
[Epoch 36/45] Train Loss: 1.0893 | Test Loss: 1.0923 | Test Acc: 0.3565
[Epoch 37/45] Train Loss: 1.0900 | Test Loss: 1.0978 | Test Acc: 0.3710
[Epoch 38/45] Train Loss: 1.0895 | Test Loss: 1.0958 | Test Acc: 0.3725
[Epoch 39/45] Train Loss: 1.0888 | Test Loss: 1.0927 | Test Acc: 0.3710
[Epoch 40/45] Train Loss: 1.0891 | Test Loss: 1.0919 | Test Acc: 0.3845
[Epoch 41/45] Train Loss: 1.0887 | Test Loss: 1.0908 | Test Acc: 0.3780
[Epoch 42/45] Train Loss: 1.0889 | Test Loss: 1.0910 | Test Acc: 0.3725
[Epoch 43/45] Train Loss: 1.0877 | Test Loss: 1.0913 | Test Acc: 0.3975
[Epoch 44/45] Train Loss: 1.0891 | Test Loss: 1.0942 | Test Acc: 0.3775
[Epoch 45/45] Train Loss: 1.0882 | Test Loss: 1.0920 | Test Acc: 0.3750
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='DINOv3', layer='2', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Size', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.3918 | Test Loss: 1.3836 | Test Acc: 0.3380
[Epoch 2/45] Train Loss: 1.3828 | Test Loss: 1.3802 | Test Acc: 0.2640
[Epoch 3/45] Train Loss: 1.3825 | Test Loss: 1.3826 | Test Acc: 0.2910
[Epoch 4/45] Train Loss: 1.3784 | Test Loss: 1.3824 | Test Acc: 0.2540
[Epoch 5/45] Train Loss: 1.3786 | Test Loss: 1.3810 | Test Acc: 0.2735
[Epoch 6/45] Train Loss: 1.3764 | Test Loss: 1.3771 | Test Acc: 0.2945
[Epoch 7/45] Train Loss: 1.3728 | Test Loss: 1.3712 | Test Acc: 0.3165
[Epoch 8/45] Train Loss: 1.3711 | Test Loss: 1.3716 | Test Acc: 0.2805
[Epoch 9/45] Train Loss: 1.3692 | Test Loss: 1.3696 | Test Acc: 0.3115
[Epoch 10/45] Train Loss: 1.3683 | Test Loss: 1.3684 | Test Acc: 0.3370
[Epoch 11/45] Train Loss: 1.3661 | Test Loss: 1.3725 | Test Acc: 0.3120
[Epoch 12/45] Train Loss: 1.3655 | Test Loss: 1.3661 | Test Acc: 0.3455
[Epoch 13/45] Train Loss: 1.3624 | Test Loss: 1.3634 | Test Acc: 0.3460
[Epoch 14/45] Train Loss: 1.3611 | Test Loss: 1.3635 | Test Acc: 0.3200
[Epoch 15/45] Train Loss: 1.3623 | Test Loss: 1.3635 | Test Acc: 0.3055
[Epoch 16/45] Train Loss: 1.3594 | Test Loss: 1.3602 | Test Acc: 0.3265
[Epoch 17/45] Train Loss: 1.3582 | Test Loss: 1.3600 | Test Acc: 0.3535
[Epoch 18/45] Train Loss: 1.3569 | Test Loss: 1.3637 | Test Acc: 0.3390
[Epoch 19/45] Train Loss: 1.3545 | Test Loss: 1.3602 | Test Acc: 0.3160
[Epoch 20/45] Train Loss: 1.3550 | Test Loss: 1.3564 | Test Acc: 0.3155
[Epoch 21/45] Train Loss: 1.3511 | Test Loss: 1.3586 | Test Acc: 0.3610
[Epoch 22/45] Train Loss: 1.3521 | Test Loss: 1.3594 | Test Acc: 0.3220
[Epoch 23/45] Train Loss: 1.3514 | Test Loss: 1.3548 | Test Acc: 0.3135
[Epoch 24/45] Train Loss: 1.3513 | Test Loss: 1.3537 | Test Acc: 0.3180
[Epoch 25/45] Train Loss: 1.3481 | Test Loss: 1.3502 | Test Acc: 0.3520
[Epoch 26/45] Train Loss: 1.3478 | Test Loss: 1.3540 | Test Acc: 0.3215
[Epoch 27/45] Train Loss: 1.3443 | Test Loss: 1.3491 | Test Acc: 0.3280
[Epoch 28/45] Train Loss: 1.3435 | Test Loss: 1.3473 | Test Acc: 0.3390
[Epoch 29/45] Train Loss: 1.3435 | Test Loss: 1.3513 | Test Acc: 0.3375
[Epoch 30/45] Train Loss: 1.3420 | Test Loss: 1.3541 | Test Acc: 0.2975
[Epoch 31/45] Train Loss: 1.3418 | Test Loss: 1.3459 | Test Acc: 0.3315
[Epoch 32/45] Train Loss: 1.3395 | Test Loss: 1.3508 | Test Acc: 0.3340
[Epoch 33/45] Train Loss: 1.3408 | Test Loss: 1.3434 | Test Acc: 0.3380
[Epoch 34/45] Train Loss: 1.3391 | Test Loss: 1.3441 | Test Acc: 0.3495
[Epoch 35/45] Train Loss: 1.3385 | Test Loss: 1.3414 | Test Acc: 0.3430
[Epoch 36/45] Train Loss: 1.3361 | Test Loss: 1.3487 | Test Acc: 0.3320
[Epoch 37/45] Train Loss: 1.3360 | Test Loss: 1.3425 | Test Acc: 0.3370
[Epoch 38/45] Train Loss: 1.3350 | Test Loss: 1.3389 | Test Acc: 0.3460
[Epoch 39/45] Train Loss: 1.3349 | Test Loss: 1.3388 | Test Acc: 0.3465
[Epoch 40/45] Train Loss: 1.3329 | Test Loss: 1.3391 | Test Acc: 0.3370
[Epoch 41/45] Train Loss: 1.3323 | Test Loss: 1.3415 | Test Acc: 0.3300
[Epoch 42/45] Train Loss: 1.3312 | Test Loss: 1.3399 | Test Acc: 0.3680
[Epoch 43/45] Train Loss: 1.3310 | Test Loss: 1.3355 | Test Acc: 0.3560
[Epoch 44/45] Train Loss: 1.3291 | Test Loss: 1.3416 | Test Acc: 0.3650
[Epoch 45/45] Train Loss: 1.3286 | Test Loss: 1.3330 | Test Acc: 0.3780
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='DINOv3', layer='2', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Color', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.3929 | Test Loss: 1.3826 | Test Acc: 0.2445
[Epoch 2/45] Train Loss: 1.3788 | Test Loss: 1.3733 | Test Acc: 0.2950
[Epoch 3/45] Train Loss: 1.3741 | Test Loss: 1.3693 | Test Acc: 0.3110
[Epoch 4/45] Train Loss: 1.3697 | Test Loss: 1.3666 | Test Acc: 0.3375
[Epoch 5/45] Train Loss: 1.3661 | Test Loss: 1.3650 | Test Acc: 0.3025
[Epoch 6/45] Train Loss: 1.3630 | Test Loss: 1.3568 | Test Acc: 0.3200
[Epoch 7/45] Train Loss: 1.3609 | Test Loss: 1.3559 | Test Acc: 0.3150
[Epoch 8/45] Train Loss: 1.3577 | Test Loss: 1.3530 | Test Acc: 0.3240
[Epoch 9/45] Train Loss: 1.3560 | Test Loss: 1.3585 | Test Acc: 0.3415
[Epoch 10/45] Train Loss: 1.3562 | Test Loss: 1.3490 | Test Acc: 0.3225
[Epoch 11/45] Train Loss: 1.3536 | Test Loss: 1.3489 | Test Acc: 0.3280
[Epoch 12/45] Train Loss: 1.3521 | Test Loss: 1.3473 | Test Acc: 0.3240
[Epoch 13/45] Train Loss: 1.3488 | Test Loss: 1.3469 | Test Acc: 0.3200
[Epoch 14/45] Train Loss: 1.3482 | Test Loss: 1.3435 | Test Acc: 0.3255
[Epoch 15/45] Train Loss: 1.3480 | Test Loss: 1.3442 | Test Acc: 0.3250
[Epoch 16/45] Train Loss: 1.3470 | Test Loss: 1.3451 | Test Acc: 0.3240
[Epoch 17/45] Train Loss: 1.3466 | Test Loss: 1.3402 | Test Acc: 0.3325
[Epoch 18/45] Train Loss: 1.3434 | Test Loss: 1.3418 | Test Acc: 0.3460
[Epoch 19/45] Train Loss: 1.3451 | Test Loss: 1.3476 | Test Acc: 0.3435
[Epoch 20/45] Train Loss: 1.3424 | Test Loss: 1.3414 | Test Acc: 0.3255
[Epoch 21/45] Train Loss: 1.3417 | Test Loss: 1.3402 | Test Acc: 0.3320
[Epoch 22/45] Train Loss: 1.3418 | Test Loss: 1.3355 | Test Acc: 0.3335
[Epoch 23/45] Train Loss: 1.3404 | Test Loss: 1.3423 | Test Acc: 0.3320
[Epoch 24/45] Train Loss: 1.3406 | Test Loss: 1.3384 | Test Acc: 0.3475
[Epoch 25/45] Train Loss: 1.3370 | Test Loss: 1.3333 | Test Acc: 0.3450
[Epoch 26/45] Train Loss: 1.3370 | Test Loss: 1.3353 | Test Acc: 0.3465
[Epoch 27/45] Train Loss: 1.3373 | Test Loss: 1.3348 | Test Acc: 0.3305
[Epoch 28/45] Train Loss: 1.3368 | Test Loss: 1.3338 | Test Acc: 0.3445
[Epoch 29/45] Train Loss: 1.3355 | Test Loss: 1.3305 | Test Acc: 0.3435
[Epoch 30/45] Train Loss: 1.3347 | Test Loss: 1.3312 | Test Acc: 0.3480
[Epoch 31/45] Train Loss: 1.3343 | Test Loss: 1.3369 | Test Acc: 0.3545
[Epoch 32/45] Train Loss: 1.3353 | Test Loss: 1.3324 | Test Acc: 0.3300
[Epoch 33/45] Train Loss: 1.3328 | Test Loss: 1.3297 | Test Acc: 0.3435
[Epoch 34/45] Train Loss: 1.3322 | Test Loss: 1.3309 | Test Acc: 0.3600
[Epoch 35/45] Train Loss: 1.3333 | Test Loss: 1.3277 | Test Acc: 0.3520
[Epoch 36/45] Train Loss: 1.3319 | Test Loss: 1.3275 | Test Acc: 0.3365
[Epoch 37/45] Train Loss: 1.3310 | Test Loss: 1.3279 | Test Acc: 0.3460
[Epoch 38/45] Train Loss: 1.3293 | Test Loss: 1.3273 | Test Acc: 0.3360
[Epoch 39/45] Train Loss: 1.3301 | Test Loss: 1.3265 | Test Acc: 0.3300
[Epoch 40/45] Train Loss: 1.3293 | Test Loss: 1.3265 | Test Acc: 0.3375
[Epoch 41/45] Train Loss: 1.3292 | Test Loss: 1.3440 | Test Acc: 0.3580
[Epoch 42/45] Train Loss: 1.3296 | Test Loss: 1.3299 | Test Acc: 0.3525
[Epoch 43/45] Train Loss: 1.3271 | Test Loss: 1.3267 | Test Acc: 0.3555
[Epoch 44/45] Train Loss: 1.3273 | Test Loss: 1.3239 | Test Acc: 0.3535
[Epoch 45/45] Train Loss: 1.3257 | Test Loss: 1.3275 | Test Acc: 0.3335
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='DINOv3', layer='2', probe='MLP', dataset_name='RAVEN', data_config='center_single', task='Type', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.1048 | Test Loss: 1.0998 | Test Acc: 0.3355
[Epoch 2/45] Train Loss: 1.1028 | Test Loss: 1.1005 | Test Acc: 0.3310
[Epoch 3/45] Train Loss: 1.1007 | Test Loss: 1.0977 | Test Acc: 0.3585
[Epoch 4/45] Train Loss: 1.0990 | Test Loss: 1.1010 | Test Acc: 0.3405
[Epoch 5/45] Train Loss: 1.0993 | Test Loss: 1.0989 | Test Acc: 0.3355
[Epoch 6/45] Train Loss: 1.0998 | Test Loss: 1.0981 | Test Acc: 0.3365
[Epoch 7/45] Train Loss: 1.0986 | Test Loss: 1.0977 | Test Acc: 0.3445
[Epoch 8/45] Train Loss: 1.0982 | Test Loss: 1.0986 | Test Acc: 0.3355
[Epoch 9/45] Train Loss: 1.0983 | Test Loss: 1.0986 | Test Acc: 0.3355
[Epoch 10/45] Train Loss: 1.0982 | Test Loss: 1.0994 | Test Acc: 0.3415
[Epoch 11/45] Train Loss: 1.0984 | Test Loss: 1.0976 | Test Acc: 0.3450
[Epoch 12/45] Train Loss: 1.0982 | Test Loss: 1.0977 | Test Acc: 0.3355
[Epoch 13/45] Train Loss: 1.0975 | Test Loss: 1.0980 | Test Acc: 0.3390
[Epoch 14/45] Train Loss: 1.0982 | Test Loss: 1.0974 | Test Acc: 0.3395
[Epoch 15/45] Train Loss: 1.0972 | Test Loss: 1.0977 | Test Acc: 0.3400
[Epoch 16/45] Train Loss: 1.0970 | Test Loss: 1.0974 | Test Acc: 0.3405
[Epoch 17/45] Train Loss: 1.0965 | Test Loss: 1.0965 | Test Acc: 0.3675
[Epoch 18/45] Train Loss: 1.0970 | Test Loss: 1.0965 | Test Acc: 0.3425
[Epoch 19/45] Train Loss: 1.0962 | Test Loss: 1.0964 | Test Acc: 0.3430
[Epoch 20/45] Train Loss: 1.0956 | Test Loss: 1.0961 | Test Acc: 0.3385
[Epoch 21/45] Train Loss: 1.0936 | Test Loss: 1.0967 | Test Acc: 0.3415
[Epoch 22/45] Train Loss: 1.0955 | Test Loss: 1.0940 | Test Acc: 0.3795
[Epoch 23/45] Train Loss: 1.0934 | Test Loss: 1.0931 | Test Acc: 0.3925
[Epoch 24/45] Train Loss: 1.0922 | Test Loss: 1.0953 | Test Acc: 0.3375
[Epoch 25/45] Train Loss: 1.0924 | Test Loss: 1.0988 | Test Acc: 0.3335
[Epoch 26/45] Train Loss: 1.0910 | Test Loss: 1.0936 | Test Acc: 0.3495
[Epoch 27/45] Train Loss: 1.0906 | Test Loss: 1.0911 | Test Acc: 0.3695
[Epoch 28/45] Train Loss: 1.0896 | Test Loss: 1.1016 | Test Acc: 0.3400
[Epoch 29/45] Train Loss: 1.0903 | Test Loss: 1.0897 | Test Acc: 0.3785
[Epoch 30/45] Train Loss: 1.0879 | Test Loss: 1.0888 | Test Acc: 0.4010
[Epoch 31/45] Train Loss: 1.0884 | Test Loss: 1.1023 | Test Acc: 0.3390
[Epoch 32/45] Train Loss: 1.0883 | Test Loss: 1.0898 | Test Acc: 0.3825
[Epoch 33/45] Train Loss: 1.0863 | Test Loss: 1.0875 | Test Acc: 0.3890
[Epoch 34/45] Train Loss: 1.0841 | Test Loss: 1.0869 | Test Acc: 0.3905
[Epoch 35/45] Train Loss: 1.0844 | Test Loss: 1.0860 | Test Acc: 0.3745
[Epoch 36/45] Train Loss: 1.0831 | Test Loss: 1.0849 | Test Acc: 0.4045
[Epoch 37/45] Train Loss: 1.0835 | Test Loss: 1.0875 | Test Acc: 0.3820
[Epoch 38/45] Train Loss: 1.0863 | Test Loss: 1.0925 | Test Acc: 0.3660
[Epoch 39/45] Train Loss: 1.0806 | Test Loss: 1.0857 | Test Acc: 0.4000
[Epoch 40/45] Train Loss: 1.0819 | Test Loss: 1.0887 | Test Acc: 0.3660
[Epoch 41/45] Train Loss: 1.0810 | Test Loss: 1.0831 | Test Acc: 0.3910
[Epoch 42/45] Train Loss: 1.0825 | Test Loss: 1.0830 | Test Acc: 0.3995
[Epoch 43/45] Train Loss: 1.0824 | Test Loss: 1.0863 | Test Acc: 0.3705
[Epoch 44/45] Train Loss: 1.0792 | Test Loss: 1.0830 | Test Acc: 0.4095
[Epoch 45/45] Train Loss: 1.0812 | Test Loss: 1.0836 | Test Acc: 0.4010
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='DINOv3', layer='2', probe='MLP', dataset_name='RAVEN', data_config='center_single', task='Size', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.3936 | Test Loss: 1.3992 | Test Acc: 0.2430
[Epoch 2/45] Train Loss: 1.3846 | Test Loss: 1.3872 | Test Acc: 0.2610
[Epoch 3/45] Train Loss: 1.3811 | Test Loss: 1.3753 | Test Acc: 0.3085
[Epoch 4/45] Train Loss: 1.3775 | Test Loss: 1.3818 | Test Acc: 0.2475
[Epoch 5/45] Train Loss: 1.3717 | Test Loss: 1.3698 | Test Acc: 0.2695
[Epoch 6/45] Train Loss: 1.3678 | Test Loss: 1.3719 | Test Acc: 0.3020
[Epoch 7/45] Train Loss: 1.3561 | Test Loss: 1.3581 | Test Acc: 0.3265
[Epoch 8/45] Train Loss: 1.3500 | Test Loss: 1.3429 | Test Acc: 0.3550
[Epoch 9/45] Train Loss: 1.3414 | Test Loss: 1.3684 | Test Acc: 0.2945
[Epoch 10/45] Train Loss: 1.3415 | Test Loss: 1.3366 | Test Acc: 0.3210
[Epoch 11/45] Train Loss: 1.3262 | Test Loss: 1.3192 | Test Acc: 0.3485
[Epoch 12/45] Train Loss: 1.3201 | Test Loss: 1.3387 | Test Acc: 0.3350
[Epoch 13/45] Train Loss: 1.3178 | Test Loss: 1.3086 | Test Acc: 0.3655
[Epoch 14/45] Train Loss: 1.3034 | Test Loss: 1.2990 | Test Acc: 0.3890
[Epoch 15/45] Train Loss: 1.2937 | Test Loss: 1.2858 | Test Acc: 0.4050
[Epoch 16/45] Train Loss: 1.2901 | Test Loss: 1.3067 | Test Acc: 0.3710
[Epoch 17/45] Train Loss: 1.2829 | Test Loss: 1.3185 | Test Acc: 0.3585
[Epoch 18/45] Train Loss: 1.2790 | Test Loss: 1.2801 | Test Acc: 0.3965
[Epoch 19/45] Train Loss: 1.2721 | Test Loss: 1.2746 | Test Acc: 0.4030
[Epoch 20/45] Train Loss: 1.2800 | Test Loss: 1.3930 | Test Acc: 0.3065
[Epoch 21/45] Train Loss: 1.2741 | Test Loss: 1.3037 | Test Acc: 0.3815
[Epoch 22/45] Train Loss: 1.2653 | Test Loss: 1.2583 | Test Acc: 0.4110
[Epoch 23/45] Train Loss: 1.2553 | Test Loss: 1.2549 | Test Acc: 0.4220
[Epoch 24/45] Train Loss: 1.2531 | Test Loss: 1.2675 | Test Acc: 0.3960
[Epoch 25/45] Train Loss: 1.2574 | Test Loss: 1.2566 | Test Acc: 0.4110
[Epoch 26/45] Train Loss: 1.2513 | Test Loss: 1.2605 | Test Acc: 0.4205
[Epoch 27/45] Train Loss: 1.2493 | Test Loss: 1.2461 | Test Acc: 0.4235
[Epoch 28/45] Train Loss: 1.2468 | Test Loss: 1.2597 | Test Acc: 0.4080
[Epoch 29/45] Train Loss: 1.2419 | Test Loss: 1.2416 | Test Acc: 0.4290
[Epoch 30/45] Train Loss: 1.2385 | Test Loss: 1.2417 | Test Acc: 0.4275
[Epoch 31/45] Train Loss: 1.2427 | Test Loss: 1.2464 | Test Acc: 0.4235
[Epoch 32/45] Train Loss: 1.2494 | Test Loss: 1.2745 | Test Acc: 0.4050
[Epoch 33/45] Train Loss: 1.2464 | Test Loss: 1.2366 | Test Acc: 0.4225
[Epoch 34/45] Train Loss: 1.2370 | Test Loss: 1.2360 | Test Acc: 0.4175
[Epoch 35/45] Train Loss: 1.2298 | Test Loss: 1.2313 | Test Acc: 0.4250
[Epoch 36/45] Train Loss: 1.2335 | Test Loss: 1.2333 | Test Acc: 0.4280
[Epoch 37/45] Train Loss: 1.2298 | Test Loss: 1.2301 | Test Acc: 0.4300
[Epoch 38/45] Train Loss: 1.2267 | Test Loss: 1.2301 | Test Acc: 0.4275
[Epoch 39/45] Train Loss: 1.2313 | Test Loss: 1.2723 | Test Acc: 0.3925
[Epoch 40/45] Train Loss: 1.2277 | Test Loss: 1.2295 | Test Acc: 0.4265
[Epoch 41/45] Train Loss: 1.2325 | Test Loss: 1.2445 | Test Acc: 0.4210
[Epoch 42/45] Train Loss: 1.2323 | Test Loss: 1.2305 | Test Acc: 0.4230
[Epoch 43/45] Train Loss: 1.2213 | Test Loss: 1.2278 | Test Acc: 0.4260
[Epoch 44/45] Train Loss: 1.2240 | Test Loss: 1.2611 | Test Acc: 0.3990
[Epoch 45/45] Train Loss: 1.2293 | Test Loss: 1.2361 | Test Acc: 0.4205
