## SLURM PROLOG ###############################################################
##    Job ID : 14741810
##  Job Name : Embeddings
##  Nodelist : gpu2007
##      CPUs : 1
##  Mem/Node : 32000 MB
## Directory : /oscar/scratch/jakhan/spatial-probing/scripts
##   Job Started : Mon Dec  8 11:49:35 AM EST 2025
###############################################################################

==========================================
Job started at: Mon Dec  8 11:49:38 AM EST 2025
Job ID: 14741810
Node: gpu2007
==========================================

GPU Information (from host):
Mon Dec  8 11:49:38 2025       
+---------------------------------------------------------------------------------------+
| NVIDIA-SMI 535.129.03             Driver Version: 535.129.03   CUDA Version: 12.2     |
|-----------------------------------------+----------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |         Memory-Usage | GPU-Util  Compute M. |
|                                         |                      |               MIG M. |
|=========================================+======================+======================|
|   0  Quadro RTX 6000                On  | 00000000:40:00.0 Off |                  Off |
| 34%   26C    P8               5W / 260W |     10MiB / 24576MiB |      0%      Default |
|                                         |                      |                  N/A |
+-----------------------------------------+----------------------+----------------------+
                                                                                         
+---------------------------------------------------------------------------------------+
| Processes:                                                                            |
|  GPU   GI   CI        PID   Type   Process name                            GPU Memory |
|        ID   ID                                                             Usage      |
|=======================================================================================|
|    0   N/A  N/A     30714      G   /usr/libexec/Xorg                             8MiB |
+---------------------------------------------------------------------------------------+

PyTorch GPU Detection:
PT version: 2.7.1+cu118
Built with CUDA: True
GPUs detected: 1
GPU devices: ['Quadro RTX 6000']

==========================================
Installing dependencies
==========================================


==========================================
Starting main Python script at Mon Dec  8 11:49:41 AM EST 2025
==========================================

Working directory: /oscar/scratch/jakhan/spatial-probing/scripts

Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='CLIP', layer='2', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Type', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 14/45] Train Loss: 1.3491 | Test Loss: 1.3549 | Test Acc: 0.3260
[Epoch 15/45] Train Loss: 1.3458 | Test Loss: 1.3460 | Test Acc: 0.3575
[Epoch 16/45] Train Loss: 1.3379 | Test Loss: 1.3480 | Test Acc: 0.3220
[Epoch 17/45] Train Loss: 1.3372 | Test Loss: 1.3266 | Test Acc: 0.3540
[Epoch 18/45] Train Loss: 1.3316 | Test Loss: 1.3309 | Test Acc: 0.3590
[Epoch 19/45] Train Loss: 1.3265 | Test Loss: 1.3320 | Test Acc: 0.3270
[Epoch 20/45] Train Loss: 1.3227 | Test Loss: 1.3156 | Test Acc: 0.3675
[Epoch 21/45] Train Loss: 1.3164 | Test Loss: 1.3141 | Test Acc: 0.3650
[Epoch 22/45] Train Loss: 1.3143 | Test Loss: 1.3161 | Test Acc: 0.3710
[Epoch 23/45] Train Loss: 1.3109 | Test Loss: 1.3116 | Test Acc: 0.3630
[Epoch 24/45] Train Loss: 1.3047 | Test Loss: 1.3019 | Test Acc: 0.3755
[Epoch 25/45] Train Loss: 1.3062 | Test Loss: 1.3002 | Test Acc: 0.3745
[Epoch 26/45] Train Loss: 1.3010 | Test Loss: 1.2976 | Test Acc: 0.3725
[Epoch 27/45] Train Loss: 1.2976 | Test Loss: 1.2965 | Test Acc: 0.3800
[Epoch 28/45] Train Loss: 1.2988 | Test Loss: 1.2952 | Test Acc: 0.3805
[Epoch 29/45] Train Loss: 1.2978 | Test Loss: 1.3058 | Test Acc: 0.3625
[Epoch 30/45] Train Loss: 1.2954 | Test Loss: 1.3041 | Test Acc: 0.3820
[Epoch 31/45] Train Loss: 1.2959 | Test Loss: 1.2945 | Test Acc: 0.3865
[Epoch 32/45] Train Loss: 1.2916 | Test Loss: 1.2899 | Test Acc: 0.3770
[Epoch 33/45] Train Loss: 1.2870 | Test Loss: 1.2933 | Test Acc: 0.3845
[Epoch 34/45] Train Loss: 1.2883 | Test Loss: 1.2970 | Test Acc: 0.3780
[Epoch 35/45] Train Loss: 1.2869 | Test Loss: 1.2886 | Test Acc: 0.3825
[Epoch 36/45] Train Loss: 1.2885 | Test Loss: 1.2898 | Test Acc: 0.3765
[Epoch 37/45] Train Loss: 1.2853 | Test Loss: 1.2872 | Test Acc: 0.3870
[Epoch 38/45] Train Loss: 1.2873 | Test Loss: 1.2848 | Test Acc: 0.3765
[Epoch 39/45] Train Loss: 1.2809 | Test Loss: 1.2849 | Test Acc: 0.3900
[Epoch 40/45] Train Loss: 1.2782 | Test Loss: 1.2927 | Test Acc: 0.3820
[Epoch 41/45] Train Loss: 1.2766 | Test Loss: 1.2837 | Test Acc: 0.3810
[Epoch 42/45] Train Loss: 1.2782 | Test Loss: 1.2819 | Test Acc: 0.3780
[Epoch 43/45] Train Loss: 1.2791 | Test Loss: 1.2836 | Test Acc: 0.3835
[Epoch 44/45] Train Loss: 1.2774 | Test Loss: 1.2871 | Test Acc: 0.3860
[Epoch 45/45] Train Loss: 1.2796 | Test Loss: 1.2832 | Test Acc: 0.3920
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='CLIP', layer='4', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Type', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.1007 | Test Loss: 1.0992 | Test Acc: 0.3285
[Epoch 2/45] Train Loss: 1.0970 | Test Loss: 1.0960 | Test Acc: 0.3365
[Epoch 3/45] Train Loss: 1.0954 | Test Loss: 1.0938 | Test Acc: 0.3640
[Epoch 4/45] Train Loss: 1.0928 | Test Loss: 1.0948 | Test Acc: 0.3660
[Epoch 5/45] Train Loss: 1.0929 | Test Loss: 1.0932 | Test Acc: 0.3385
[Epoch 6/45] Train Loss: 1.0926 | Test Loss: 1.0902 | Test Acc: 0.3955
[Epoch 7/45] Train Loss: 1.0895 | Test Loss: 1.0903 | Test Acc: 0.3840
[Epoch 8/45] Train Loss: 1.0881 | Test Loss: 1.0889 | Test Acc: 0.3870
[Epoch 9/45] Train Loss: 1.0873 | Test Loss: 1.0874 | Test Acc: 0.4075
[Epoch 10/45] Train Loss: 1.0853 | Test Loss: 1.0870 | Test Acc: 0.3835
[Epoch 11/45] Train Loss: 1.0845 | Test Loss: 1.0860 | Test Acc: 0.4180
[Epoch 12/45] Train Loss: 1.0833 | Test Loss: 1.0859 | Test Acc: 0.3910
[Epoch 13/45] Train Loss: 1.0829 | Test Loss: 1.0841 | Test Acc: 0.4305
[Epoch 14/45] Train Loss: 1.0824 | Test Loss: 1.0846 | Test Acc: 0.3945
[Epoch 15/45] Train Loss: 1.0807 | Test Loss: 1.0862 | Test Acc: 0.3935
[Epoch 16/45] Train Loss: 1.0806 | Test Loss: 1.0821 | Test Acc: 0.4230
[Epoch 17/45] Train Loss: 1.0790 | Test Loss: 1.0829 | Test Acc: 0.3805
[Epoch 18/45] Train Loss: 1.0792 | Test Loss: 1.0816 | Test Acc: 0.4385
[Epoch 19/45] Train Loss: 1.0772 | Test Loss: 1.0831 | Test Acc: 0.3935
[Epoch 20/45] Train Loss: 1.0771 | Test Loss: 1.0822 | Test Acc: 0.4020
[Epoch 21/45] Train Loss: 1.0771 | Test Loss: 1.0806 | Test Acc: 0.3975
[Epoch 22/45] Train Loss: 1.0754 | Test Loss: 1.0832 | Test Acc: 0.3975
[Epoch 23/45] Train Loss: 1.0751 | Test Loss: 1.0833 | Test Acc: 0.3705
[Epoch 24/45] Train Loss: 1.0747 | Test Loss: 1.0784 | Test Acc: 0.4470
[Epoch 25/45] Train Loss: 1.0732 | Test Loss: 1.0785 | Test Acc: 0.3980
[Epoch 26/45] Train Loss: 1.0719 | Test Loss: 1.0772 | Test Acc: 0.4420
[Epoch 27/45] Train Loss: 1.0715 | Test Loss: 1.0792 | Test Acc: 0.3985
[Epoch 28/45] Train Loss: 1.0717 | Test Loss: 1.0755 | Test Acc: 0.4265
[Epoch 29/45] Train Loss: 1.0696 | Test Loss: 1.0784 | Test Acc: 0.4250
[Epoch 30/45] Train Loss: 1.0704 | Test Loss: 1.0745 | Test Acc: 0.4345
[Epoch 31/45] Train Loss: 1.0703 | Test Loss: 1.0744 | Test Acc: 0.4305
[Epoch 32/45] Train Loss: 1.0687 | Test Loss: 1.0742 | Test Acc: 0.4255
[Epoch 33/45] Train Loss: 1.0681 | Test Loss: 1.0739 | Test Acc: 0.4490
[Epoch 34/45] Train Loss: 1.0678 | Test Loss: 1.0730 | Test Acc: 0.4465
[Epoch 35/45] Train Loss: 1.0674 | Test Loss: 1.0791 | Test Acc: 0.3975
[Epoch 36/45] Train Loss: 1.0667 | Test Loss: 1.0721 | Test Acc: 0.4255
[Epoch 37/45] Train Loss: 1.0651 | Test Loss: 1.0717 | Test Acc: 0.4325
[Epoch 38/45] Train Loss: 1.0648 | Test Loss: 1.0743 | Test Acc: 0.3995
[Epoch 39/45] Train Loss: 1.0664 | Test Loss: 1.0711 | Test Acc: 0.4160
[Epoch 40/45] Train Loss: 1.0644 | Test Loss: 1.0723 | Test Acc: 0.4240
[Epoch 41/45] Train Loss: 1.0636 | Test Loss: 1.0721 | Test Acc: 0.3980
[Epoch 42/45] Train Loss: 1.0628 | Test Loss: 1.0695 | Test Acc: 0.4485
[Epoch 43/45] Train Loss: 1.0631 | Test Loss: 1.0701 | Test Acc: 0.4390
[Epoch 44/45] Train Loss: 1.0613 | Test Loss: 1.0685 | Test Acc: 0.4275
[Epoch 45/45] Train Loss: 1.0617 | Test Loss: 1.0731 | Test Acc: 0.4145
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='CLIP', layer='4', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Size', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.3851 | Test Loss: 1.3825 | Test Acc: 0.3035
[Epoch 2/45] Train Loss: 1.3796 | Test Loss: 1.3776 | Test Acc: 0.3315
[Epoch 3/45] Train Loss: 1.3762 | Test Loss: 1.3715 | Test Acc: 0.3260
[Epoch 4/45] Train Loss: 1.3707 | Test Loss: 1.3660 | Test Acc: 0.3425
[Epoch 5/45] Train Loss: 1.3652 | Test Loss: 1.3628 | Test Acc: 0.3605
[Epoch 6/45] Train Loss: 1.3614 | Test Loss: 1.3585 | Test Acc: 0.3890
[Epoch 7/45] Train Loss: 1.3565 | Test Loss: 1.3565 | Test Acc: 0.3490
[Epoch 8/45] Train Loss: 1.3536 | Test Loss: 1.3529 | Test Acc: 0.3755
[Epoch 9/45] Train Loss: 1.3499 | Test Loss: 1.3476 | Test Acc: 0.3935
[Epoch 10/45] Train Loss: 1.3461 | Test Loss: 1.3457 | Test Acc: 0.3595
[Epoch 11/45] Train Loss: 1.3433 | Test Loss: 1.3426 | Test Acc: 0.3790
[Epoch 12/45] Train Loss: 1.3386 | Test Loss: 1.3380 | Test Acc: 0.3810
[Epoch 13/45] Train Loss: 1.3347 | Test Loss: 1.3358 | Test Acc: 0.4055
[Epoch 14/45] Train Loss: 1.3318 | Test Loss: 1.3374 | Test Acc: 0.3630
[Epoch 15/45] Train Loss: 1.3307 | Test Loss: 1.3319 | Test Acc: 0.3935
[Epoch 16/45] Train Loss: 1.3269 | Test Loss: 1.3286 | Test Acc: 0.3945
[Epoch 17/45] Train Loss: 1.3230 | Test Loss: 1.3285 | Test Acc: 0.3795
[Epoch 18/45] Train Loss: 1.3203 | Test Loss: 1.3260 | Test Acc: 0.3555
[Epoch 19/45] Train Loss: 1.3181 | Test Loss: 1.3216 | Test Acc: 0.3940
[Epoch 20/45] Train Loss: 1.3150 | Test Loss: 1.3218 | Test Acc: 0.3815
[Epoch 21/45] Train Loss: 1.3139 | Test Loss: 1.3135 | Test Acc: 0.4295
[Epoch 22/45] Train Loss: 1.3100 | Test Loss: 1.3171 | Test Acc: 0.3460
[Epoch 23/45] Train Loss: 1.3073 | Test Loss: 1.3099 | Test Acc: 0.4420
[Epoch 24/45] Train Loss: 1.3048 | Test Loss: 1.3090 | Test Acc: 0.4315
[Epoch 25/45] Train Loss: 1.3019 | Test Loss: 1.3047 | Test Acc: 0.4385
[Epoch 26/45] Train Loss: 1.2997 | Test Loss: 1.3019 | Test Acc: 0.4580
[Epoch 27/45] Train Loss: 1.2971 | Test Loss: 1.3028 | Test Acc: 0.4185
[Epoch 28/45] Train Loss: 1.2940 | Test Loss: 1.2975 | Test Acc: 0.4320
[Epoch 29/45] Train Loss: 1.2930 | Test Loss: 1.2975 | Test Acc: 0.4455
[Epoch 30/45] Train Loss: 1.2896 | Test Loss: 1.2980 | Test Acc: 0.4375
[Epoch 31/45] Train Loss: 1.2894 | Test Loss: 1.2928 | Test Acc: 0.4035
[Epoch 32/45] Train Loss: 1.2863 | Test Loss: 1.2944 | Test Acc: 0.4005
[Epoch 33/45] Train Loss: 1.2841 | Test Loss: 1.2892 | Test Acc: 0.4125
[Epoch 34/45] Train Loss: 1.2820 | Test Loss: 1.2838 | Test Acc: 0.4685
[Epoch 35/45] Train Loss: 1.2806 | Test Loss: 1.2860 | Test Acc: 0.4505
[Epoch 36/45] Train Loss: 1.2779 | Test Loss: 1.2867 | Test Acc: 0.4280
[Epoch 37/45] Train Loss: 1.2758 | Test Loss: 1.2818 | Test Acc: 0.4610
[Epoch 38/45] Train Loss: 1.2734 | Test Loss: 1.2790 | Test Acc: 0.4530
[Epoch 39/45] Train Loss: 1.2714 | Test Loss: 1.2770 | Test Acc: 0.4700
[Epoch 40/45] Train Loss: 1.2694 | Test Loss: 1.2763 | Test Acc: 0.4635
[Epoch 41/45] Train Loss: 1.2685 | Test Loss: 1.2719 | Test Acc: 0.4620
[Epoch 42/45] Train Loss: 1.2655 | Test Loss: 1.2767 | Test Acc: 0.4315
[Epoch 43/45] Train Loss: 1.2648 | Test Loss: 1.2678 | Test Acc: 0.4705
[Epoch 44/45] Train Loss: 1.2630 | Test Loss: 1.2720 | Test Acc: 0.4455
[Epoch 45/45] Train Loss: 1.2607 | Test Loss: 1.2649 | Test Acc: 0.4715
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='CLIP', layer='4', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Color', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.3838 | Test Loss: 1.3789 | Test Acc: 0.2680
[Epoch 2/45] Train Loss: 1.3774 | Test Loss: 1.3738 | Test Acc: 0.2725
[Epoch 3/45] Train Loss: 1.3703 | Test Loss: 1.3702 | Test Acc: 0.3030
[Epoch 4/45] Train Loss: 1.3655 | Test Loss: 1.3620 | Test Acc: 0.3025
[Epoch 5/45] Train Loss: 1.3596 | Test Loss: 1.3581 | Test Acc: 0.3425
[Epoch 6/45] Train Loss: 1.3541 | Test Loss: 1.3514 | Test Acc: 0.3525
[Epoch 7/45] Train Loss: 1.3502 | Test Loss: 1.3503 | Test Acc: 0.3450
[Epoch 8/45] Train Loss: 1.3445 | Test Loss: 1.3429 | Test Acc: 0.3365
[Epoch 9/45] Train Loss: 1.3417 | Test Loss: 1.3395 | Test Acc: 0.3495
[Epoch 10/45] Train Loss: 1.3376 | Test Loss: 1.3381 | Test Acc: 0.3730
[Epoch 11/45] Train Loss: 1.3345 | Test Loss: 1.3441 | Test Acc: 0.3870
[Epoch 12/45] Train Loss: 1.3321 | Test Loss: 1.3306 | Test Acc: 0.3785
[Epoch 13/45] Train Loss: 1.3277 | Test Loss: 1.3320 | Test Acc: 0.3785
[Epoch 14/45] Train Loss: 1.3246 | Test Loss: 1.3245 | Test Acc: 0.3780
[Epoch 15/45] Train Loss: 1.3218 | Test Loss: 1.3206 | Test Acc: 0.3690
[Epoch 16/45] Train Loss: 1.3183 | Test Loss: 1.3195 | Test Acc: 0.3590
[Epoch 17/45] Train Loss: 1.3173 | Test Loss: 1.3206 | Test Acc: 0.3765
[Epoch 18/45] Train Loss: 1.3140 | Test Loss: 1.3185 | Test Acc: 0.3765
[Epoch 19/45] Train Loss: 1.3113 | Test Loss: 1.3118 | Test Acc: 0.3610
[Epoch 20/45] Train Loss: 1.3092 | Test Loss: 1.3107 | Test Acc: 0.3955
[Epoch 21/45] Train Loss: 1.3067 | Test Loss: 1.3062 | Test Acc: 0.3855
[Epoch 22/45] Train Loss: 1.3045 | Test Loss: 1.3086 | Test Acc: 0.3675
[Epoch 23/45] Train Loss: 1.3029 | Test Loss: 1.3042 | Test Acc: 0.4050
[Epoch 24/45] Train Loss: 1.3020 | Test Loss: 1.3023 | Test Acc: 0.3830
[Epoch 25/45] Train Loss: 1.2986 | Test Loss: 1.3009 | Test Acc: 0.3825
[Epoch 26/45] Train Loss: 1.2958 | Test Loss: 1.2974 | Test Acc: 0.3970
[Epoch 27/45] Train Loss: 1.2956 | Test Loss: 1.2951 | Test Acc: 0.3865
[Epoch 28/45] Train Loss: 1.2930 | Test Loss: 1.2963 | Test Acc: 0.3885
[Epoch 29/45] Train Loss: 1.2916 | Test Loss: 1.2971 | Test Acc: 0.3620
[Epoch 30/45] Train Loss: 1.2898 | Test Loss: 1.2903 | Test Acc: 0.4060
[Epoch 31/45] Train Loss: 1.2870 | Test Loss: 1.2882 | Test Acc: 0.4130
[Epoch 32/45] Train Loss: 1.2855 | Test Loss: 1.2909 | Test Acc: 0.3885
[Epoch 33/45] Train Loss: 1.2844 | Test Loss: 1.2879 | Test Acc: 0.4000
[Epoch 34/45] Train Loss: 1.2822 | Test Loss: 1.2848 | Test Acc: 0.4160
[Epoch 35/45] Train Loss: 1.2797 | Test Loss: 1.2881 | Test Acc: 0.4160
[Epoch 36/45] Train Loss: 1.2795 | Test Loss: 1.2812 | Test Acc: 0.4165
[Epoch 37/45] Train Loss: 1.2787 | Test Loss: 1.2818 | Test Acc: 0.4160
[Epoch 38/45] Train Loss: 1.2759 | Test Loss: 1.2815 | Test Acc: 0.4230
[Epoch 39/45] Train Loss: 1.2751 | Test Loss: 1.2791 | Test Acc: 0.4250
[Epoch 40/45] Train Loss: 1.2721 | Test Loss: 1.2809 | Test Acc: 0.3920
[Epoch 41/45] Train Loss: 1.2727 | Test Loss: 1.2771 | Test Acc: 0.4240
[Epoch 42/45] Train Loss: 1.2711 | Test Loss: 1.2741 | Test Acc: 0.4170
[Epoch 43/45] Train Loss: 1.2685 | Test Loss: 1.2837 | Test Acc: 0.4145
[Epoch 44/45] Train Loss: 1.2690 | Test Loss: 1.2770 | Test Acc: 0.4230
[Epoch 45/45] Train Loss: 1.2671 | Test Loss: 1.2724 | Test Acc: 0.4165
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='CLIP', layer='4', probe='MLP', dataset_name='RAVEN', data_config='center_single', task='Type', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.0999 | Test Loss: 1.1001 | Test Acc: 0.3355
[Epoch 2/45] Train Loss: 1.0965 | Test Loss: 1.0945 | Test Acc: 0.4105
[Epoch 3/45] Train Loss: 1.0944 | Test Loss: 1.0923 | Test Acc: 0.3310
[Epoch 4/45] Train Loss: 1.0907 | Test Loss: 1.0873 | Test Acc: 0.3970
[Epoch 5/45] Train Loss: 1.0836 | Test Loss: 1.0823 | Test Acc: 0.3900
[Epoch 6/45] Train Loss: 1.0817 | Test Loss: 1.0810 | Test Acc: 0.3975
[Epoch 7/45] Train Loss: 1.0764 | Test Loss: 1.0733 | Test Acc: 0.4195
[Epoch 8/45] Train Loss: 1.0673 | Test Loss: 1.0700 | Test Acc: 0.4190
[Epoch 9/45] Train Loss: 1.0625 | Test Loss: 1.0692 | Test Acc: 0.4115
[Epoch 10/45] Train Loss: 1.0592 | Test Loss: 1.0649 | Test Acc: 0.4380
[Epoch 11/45] Train Loss: 1.0518 | Test Loss: 1.0585 | Test Acc: 0.4210
[Epoch 12/45] Train Loss: 1.0494 | Test Loss: 1.0532 | Test Acc: 0.4290
[Epoch 13/45] Train Loss: 1.0440 | Test Loss: 1.0562 | Test Acc: 0.4080
[Epoch 14/45] Train Loss: 1.0416 | Test Loss: 1.0465 | Test Acc: 0.4390
[Epoch 15/45] Train Loss: 1.0335 | Test Loss: 1.0442 | Test Acc: 0.4390
[Epoch 16/45] Train Loss: 1.0283 | Test Loss: 1.0475 | Test Acc: 0.4200
[Epoch 17/45] Train Loss: 1.0228 | Test Loss: 1.0393 | Test Acc: 0.4225
[Epoch 18/45] Train Loss: 1.0217 | Test Loss: 1.0525 | Test Acc: 0.4155
[Epoch 19/45] Train Loss: 1.0104 | Test Loss: 1.0266 | Test Acc: 0.4335
[Epoch 20/45] Train Loss: 1.0146 | Test Loss: 1.0267 | Test Acc: 0.4550
[Epoch 21/45] Train Loss: 1.0035 | Test Loss: 1.0223 | Test Acc: 0.4520
[Epoch 22/45] Train Loss: 0.9999 | Test Loss: 1.0135 | Test Acc: 0.4570
[Epoch 23/45] Train Loss: 0.9946 | Test Loss: 1.0209 | Test Acc: 0.4475
[Epoch 24/45] Train Loss: 0.9924 | Test Loss: 1.0057 | Test Acc: 0.4810
[Epoch 25/45] Train Loss: 0.9864 | Test Loss: 1.0478 | Test Acc: 0.4270
[Epoch 26/45] Train Loss: 0.9831 | Test Loss: 1.0051 | Test Acc: 0.4735
[Epoch 27/45] Train Loss: 0.9756 | Test Loss: 0.9957 | Test Acc: 0.4975
[Epoch 28/45] Train Loss: 0.9715 | Test Loss: 0.9915 | Test Acc: 0.4945
[Epoch 29/45] Train Loss: 0.9764 | Test Loss: 1.0106 | Test Acc: 0.4790
[Epoch 30/45] Train Loss: 0.9809 | Test Loss: 1.0001 | Test Acc: 0.4910
[Epoch 31/45] Train Loss: 0.9644 | Test Loss: 0.9810 | Test Acc: 0.5075
[Epoch 32/45] Train Loss: 0.9586 | Test Loss: 0.9819 | Test Acc: 0.5125
[Epoch 33/45] Train Loss: 0.9635 | Test Loss: 0.9781 | Test Acc: 0.5125
[Epoch 34/45] Train Loss: 0.9564 | Test Loss: 0.9756 | Test Acc: 0.5035
[Epoch 35/45] Train Loss: 0.9548 | Test Loss: 0.9864 | Test Acc: 0.4955
[Epoch 36/45] Train Loss: 0.9500 | Test Loss: 0.9812 | Test Acc: 0.5015
[Epoch 37/45] Train Loss: 0.9411 | Test Loss: 0.9671 | Test Acc: 0.5270
[Epoch 38/45] Train Loss: 0.9428 | Test Loss: 0.9670 | Test Acc: 0.5150
[Epoch 39/45] Train Loss: 0.9365 | Test Loss: 0.9759 | Test Acc: 0.5080
[Epoch 40/45] Train Loss: 0.9329 | Test Loss: 0.9543 | Test Acc: 0.5330
[Epoch 41/45] Train Loss: 0.9292 | Test Loss: 0.9592 | Test Acc: 0.5245
[Epoch 42/45] Train Loss: 0.9308 | Test Loss: 0.9565 | Test Acc: 0.5330
[Epoch 43/45] Train Loss: 0.9226 | Test Loss: 0.9510 | Test Acc: 0.5410
[Epoch 44/45] Train Loss: 0.9167 | Test Loss: 0.9522 | Test Acc: 0.5205
[Epoch 45/45] Train Loss: 0.9143 | Test Loss: 0.9436 | Test Acc: 0.5390
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='CLIP', layer='4', probe='MLP', dataset_name='RAVEN', data_config='center_single', task='Size', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.3869 | Test Loss: 1.3801 | Test Acc: 0.2780
[Epoch 2/45] Train Loss: 1.3767 | Test Loss: 1.3751 | Test Acc: 0.2450
[Epoch 3/45] Train Loss: 1.3604 | Test Loss: 1.3428 | Test Acc: 0.4025
[Epoch 4/45] Train Loss: 1.3338 | Test Loss: 1.3282 | Test Acc: 0.2970
[Epoch 5/45] Train Loss: 1.3041 | Test Loss: 1.3043 | Test Acc: 0.3490
[Epoch 6/45] Train Loss: 1.2762 | Test Loss: 1.2681 | Test Acc: 0.4155
[Epoch 7/45] Train Loss: 1.2519 | Test Loss: 1.2466 | Test Acc: 0.3735
[Epoch 8/45] Train Loss: 1.2296 | Test Loss: 1.2166 | Test Acc: 0.4495
[Epoch 9/45] Train Loss: 1.2134 | Test Loss: 1.2624 | Test Acc: 0.3580
[Epoch 10/45] Train Loss: 1.1862 | Test Loss: 1.2058 | Test Acc: 0.4500
[Epoch 11/45] Train Loss: 1.1753 | Test Loss: 1.1730 | Test Acc: 0.4590
[Epoch 12/45] Train Loss: 1.1701 | Test Loss: 1.1836 | Test Acc: 0.4050
[Epoch 13/45] Train Loss: 1.1544 | Test Loss: 1.1439 | Test Acc: 0.4715
[Epoch 14/45] Train Loss: 1.1357 | Test Loss: 1.1321 | Test Acc: 0.4820
[Epoch 15/45] Train Loss: 1.1259 | Test Loss: 1.1252 | Test Acc: 0.4890
[Epoch 16/45] Train Loss: 1.1144 | Test Loss: 1.1167 | Test Acc: 0.4740
[Epoch 17/45] Train Loss: 1.1120 | Test Loss: 1.1132 | Test Acc: 0.4720
[Epoch 18/45] Train Loss: 1.0995 | Test Loss: 1.0937 | Test Acc: 0.5235
[Epoch 19/45] Train Loss: 1.0960 | Test Loss: 1.0879 | Test Acc: 0.5270
[Epoch 20/45] Train Loss: 1.0883 | Test Loss: 1.0779 | Test Acc: 0.5400
[Epoch 21/45] Train Loss: 1.0762 | Test Loss: 1.1039 | Test Acc: 0.4955
[Epoch 22/45] Train Loss: 1.0711 | Test Loss: 1.0894 | Test Acc: 0.5190
[Epoch 23/45] Train Loss: 1.0678 | Test Loss: 1.0723 | Test Acc: 0.5170
[Epoch 24/45] Train Loss: 1.0545 | Test Loss: 1.0665 | Test Acc: 0.5335
[Epoch 25/45] Train Loss: 1.0536 | Test Loss: 1.0480 | Test Acc: 0.5540
[Epoch 26/45] Train Loss: 1.0399 | Test Loss: 1.0452 | Test Acc: 0.5335
[Epoch 27/45] Train Loss: 1.0366 | Test Loss: 1.0665 | Test Acc: 0.5560
[Epoch 28/45] Train Loss: 1.0261 | Test Loss: 1.0411 | Test Acc: 0.5370
[Epoch 29/45] Train Loss: 1.0352 | Test Loss: 1.0423 | Test Acc: 0.5240
[Epoch 30/45] Train Loss: 1.0218 | Test Loss: 1.0202 | Test Acc: 0.5615
[Epoch 31/45] Train Loss: 1.0129 | Test Loss: 1.0259 | Test Acc: 0.5490
[Epoch 32/45] Train Loss: 1.0075 | Test Loss: 1.0155 | Test Acc: 0.5640
[Epoch 33/45] Train Loss: 1.0047 | Test Loss: 1.0024 | Test Acc: 0.5795
[Epoch 34/45] Train Loss: 0.9984 | Test Loss: 1.0108 | Test Acc: 0.5535
[Epoch 35/45] Train Loss: 0.9993 | Test Loss: 0.9939 | Test Acc: 0.5900
[Epoch 36/45] Train Loss: 0.9895 | Test Loss: 0.9894 | Test Acc: 0.5720
[Epoch 37/45] Train Loss: 0.9864 | Test Loss: 0.9961 | Test Acc: 0.5850
[Epoch 38/45] Train Loss: 0.9892 | Test Loss: 0.9857 | Test Acc: 0.5860
[Epoch 39/45] Train Loss: 0.9808 | Test Loss: 0.9835 | Test Acc: 0.5955
[Epoch 40/45] Train Loss: 0.9867 | Test Loss: 1.0497 | Test Acc: 0.5650
[Epoch 41/45] Train Loss: 0.9785 | Test Loss: 1.0094 | Test Acc: 0.5710
[Epoch 42/45] Train Loss: 0.9750 | Test Loss: 0.9792 | Test Acc: 0.5825
[Epoch 43/45] Train Loss: 0.9622 | Test Loss: 0.9794 | Test Acc: 0.5790
[Epoch 44/45] Train Loss: 0.9676 | Test Loss: 0.9911 | Test Acc: 0.5815
[Epoch 45/45] Train Loss: 0.9608 | Test Loss: 0.9707 | Test Acc: 0.6035
